Age,Education,MaritalStatus,Occupation,Race,Gender,HoursPerWeek,Country,Salary
37, 11th, Never-married, Farming-fishing, White, Male,37, United-States, <=50K
26, 10th, Married-civ-spouse, Farming-fishing, White, Male,99, United-States, <=50K
25, HS-grad, Never-married, Farming-fishing, White, Male,16, United-States, <=50K
52, Some-college, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
50, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
40, Prof-school, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,40, ?, >50K
32, HS-grad, Married-spouse-absent, Handlers-cleaners, White, Male,40, United-States, <=50K
37, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
42, Masters, Never-married, Prof-specialty, White, Female,35, United-States, <=50K
47, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
47, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K
28, Bachelors, Married-civ-spouse, Exec-managerial, White, Female,40, United-States, >50K
27, Bachelors, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Female,40, South, <=50K
61, HS-grad, Married-civ-spouse, Transport-moving, Black, Male,40, United-States, <=50K
47, 5th-6th, Married-civ-spouse, Handlers-cleaners, White, Male,40, Mexico, <=50K
30, Assoc-acdm, Never-married, Machine-op-inspct, Black, Female,40, United-States, <=50K
54, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female,40, United-States, >50K
56, Prof-school, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male,40, Philippines, >50K
69, Some-college, Widowed, Adm-clerical, White, Female,24, United-States, <=50K
30, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States, >50K
36, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, Canada, >50K
42, 11th, Married-civ-spouse, Farming-fishing, White, Male,60, United-States, <=50K
45, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K
39, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,20, United-States, >50K
26, 11th, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
28, Bachelors, Married-civ-spouse, Protective-serv, Black, Male,42, United-States, >50K
31, Masters, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
32, 5th-6th, Separated, Farming-fishing, White, Male,60, Mexico, <=50K
51, HS-grad, Never-married, Exec-managerial, White, Female,40, United-States, <=50K
29, HS-grad, Married-civ-spouse, Sales, White, Male,60, United-States, <=50K
38, Masters, Never-married, Prof-specialty, White, Female,60, United-States, <=50K
64, Some-college, Widowed, Exec-managerial, White, Female,10, United-States, <=50K
26, Some-college, Never-married, Protective-serv, White, Male,40, United-States, <=50K
68, 5th-6th, Married-spouse-absent, Sales, White, Male,22, United-States, <=50K
32, HS-grad, Married-civ-spouse, Craft-repair, White, Male,48, United-States, <=50K
29, Some-college, Never-married, Sales, White, Female,40, United-States, <=50K
51, 1st-4th, Separated, ?, White, Female,40, Mexico, <=50K
21, HS-grad, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
26, 10th, Separated, ?, White, Female,40, Puerto-Rico, <=50K
33, Bachelors, Married-spouse-absent, Prof-specialty, Black, Male,40, ?, <=50K
26, HS-grad, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
52, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
31, HS-grad, Married-civ-spouse, Craft-repair, White, Male,55, United-States, <=50K
29, HS-grad, Never-married, Protective-serv, White, Male,45, United-States, <=50K
19, Some-college, Never-married, Other-service, White, Female,27, United-States, <=50K
51, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female,40, United-States, <=50K
45, 9th, Separated, Other-service, Other, Female,40, Trinadad&Tobago, <=50K
20, HS-grad, Married-civ-spouse, Sales, Black, Male,32, United-States, <=50K
40, Some-college, Never-married, Handlers-cleaners, White, Male,48, United-States, <=50K
43, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,55, United-States, >50K
52, Some-college, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
46, Some-college, Divorced, Adm-clerical, White, Female,24, United-States, <=50K
24, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
20, 9th, Never-married, Transport-moving, White, Male,50, United-States, <=50K
38, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,60, United-States, <=50K
44, Bachelors, Never-married, Prof-specialty, White, Female,45, Mexico, <=50K
24, Bachelors, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
32, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,75, United-States, >50K
49, 7th-8th, Never-married, Other-service, White, Male,35, United-States, <=50K
36, Masters, Never-married, Prof-specialty, White, Female,40, United-States, <=50K
31, HS-grad, Separated, Adm-clerical, White, Male,45, United-States, <=50K
46, 5th-6th, Married-civ-spouse, ?, White, Male,40, Mexico, <=50K
46, Some-college, Divorced, Exec-managerial, White, Female,40, United-States, <=50K
46, Some-college, Married-civ-spouse, Protective-serv, White, Male,70, United-States, >50K
29, HS-grad, Married-spouse-absent, Other-service, Other, Female,40, Columbia, <=50K
37, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
44, 7th-8th, Married-civ-spouse, ?, White, Male,25, United-States, <=50K
28, Some-college, Never-married, ?, Black, Female,40, United-States, <=50K
28, Bachelors, Never-married, Protective-serv, White, Male,40, United-States, <=50K
48, HS-grad, Widowed, Adm-clerical, White, Female,40, United-States, <=50K
52, 11th, Divorced, Machine-op-inspct, Black, Female,20, United-States, <=50K
19, HS-grad, Never-married, Farming-fishing, White, Male,35, United-States, <=50K
31, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
47, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,55, United-States, >50K
37, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
22, Some-college, Never-married, ?, White, Male,2, United-States, <=50K
46, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male,44, United-States, >50K
51, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,60, United-States, >50K
50, Masters, Married-civ-spouse, Craft-repair, White, Male,45, United-States, >50K
38, 7th-8th, Married-civ-spouse, Farming-fishing, White, Male,84, Portugal, <=50K
40, HS-grad, Married-civ-spouse, Craft-repair, Black, Male,35, United-States, <=50K
58, Some-college, Divorced, Machine-op-inspct, Other, Male,40, Mexico, <=50K
36, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
26, Bachelors, Never-married, Prof-specialty, Black, Female,35, United-States, <=50K
17, 12th, Never-married, ?, White, Female,40, United-States, <=50K
49, 10th, Divorced, Other-service, White, Male,48, United-States, <=50K
39, Masters, Married-civ-spouse, Prof-specialty, White, Female,38, United-States, >50K
46, Bachelors, Married-civ-spouse, Adm-clerical, White, Male,45, United-States, >50K
26, HS-grad, Separated, Sales, Black, Female,37, United-States, <=50K
40, Masters, Never-married, Tech-support, White, Female,40, United-States, <=50K
53, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
60, Some-college, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, <=50K
28, HS-grad, Married-civ-spouse, Handlers-cleaners, Black, Male,40, United-States, <=50K
22, Some-college, Never-married, ?, Asian-Pac-Islander, Female,12, Thailand, <=50K
31, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,55, United-States, <=50K
45, HS-grad, Divorced, Exec-managerial, White, Male,50, United-States, >50K
34, HS-grad, Divorced, Prof-specialty, White, Male,40, Mexico, <=50K
27, Masters, Never-married, Exec-managerial, White, Male,40, Scotland, <=50K
40, Some-college, Divorced, Transport-moving, Black, Female,40, United-States, <=50K
68, HS-grad, Widowed, Machine-op-inspct, White, Female,32, United-States, <=50K
51, HS-grad, Married-civ-spouse, Craft-repair, White, Male,50, United-States, <=50K
55, HS-grad, Married-civ-spouse, Tech-support, White, Male,20, United-States, <=50K
43, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K
23, Bachelors, Never-married, Prof-specialty, White, Female,27, United-States, <=50K
48, HS-grad, Married-civ-spouse, Other-service, White, Male,40, United-States, <=50K
42, Some-college, Married-civ-spouse, Prof-specialty, Amer-Indian-Eskimo, Male,30, United-States, <=50K
51, HS-grad, Never-married, Exec-managerial, White, Male,40, United-States, >50K
32, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,55, United-States, <=50K
34, Some-college, Married-civ-spouse, Sales, White, Male,45, United-States, >50K
31, HS-grad, Married-civ-spouse, Craft-repair, White, Male,70, United-States, >50K
71, 7th-8th, Divorced, ?, White, Male,45, United-States, <=50K
17, 10th, Never-married, Other-service, White, Male,8, United-States, <=50K
37, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, >50K
26, 12th, Married-civ-spouse, Priv-house-serv, Other, Female,40, Dominican-Republic, <=50K
17, 11th, Never-married, Sales, White, Female,15, United-States, <=50K
34, Bachelors, Married-civ-spouse, Transport-moving, Asian-Pac-Islander, Male,40, United-States, >50K
46, 11th, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
33, HS-grad, Married-civ-spouse, Transport-moving, Asian-Pac-Islander, Male,40, ?, <=50K
41, Masters, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
59, 10th, Married-spouse-absent, Protective-serv, Asian-Pac-Islander, Male,40, India, <=50K
50, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
46, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States, <=50K
45, Masters, Divorced, Prof-specialty, White, Male,40, United-States, <=50K
27, HS-grad, Never-married, Machine-op-inspct, White, Female,40, United-States, <=50K
31, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, <=50K
32, HS-grad, Divorced, Tech-support, White, Female,38, United-States, <=50K
28, HS-grad, Married-civ-spouse, Craft-repair, White, Male,50, United-States, <=50K
32, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
36, Assoc-acdm, Never-married, Exec-managerial, White, Male,50, United-States, <=50K
39, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
23, HS-grad, Never-married, Craft-repair, White, Male,40, United-States, <=50K
44, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States, >50K
37, Some-college, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
36, 7th-8th, Married-spouse-absent, Machine-op-inspct, White, Female,40, Puerto-Rico, <=50K
45, 11th, Married-spouse-absent, Machine-op-inspct, Asian-Pac-Islander, Female,40, South, <=50K
43, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,40, United-States, >50K
49, Prof-school, Never-married, Prof-specialty, White, Female,55, United-States, >50K
37, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States, >50K
26, HS-grad, Never-married, Transport-moving, Black, Male,40, United-States, <=50K
34, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,55, United-States, >50K
51, Some-college, Married-civ-spouse, Craft-repair, White, Male,60, United-States, >50K
24, Some-college, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
67, Bachelors, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
40, HS-grad, Married-civ-spouse, Sales, White, Male,45, United-States, >50K
32, HS-grad, Married-civ-spouse, Sales, White, Female,40, United-States, >50K
21, Some-college, Never-married, Other-service, White, Female,16, United-States, <=50K
39, Some-college, Married-civ-spouse, Other-service, White, Female,15, United-States, >50K
33, 11th, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
48, HS-grad, Divorced, Sales, White, Male,60, United-States, <=50K
21, Some-college, Never-married, Prof-specialty, White, Female,30, United-States, <=50K
68, Assoc-voc, Widowed, Sales, White, Female,50, United-States, >50K
24, HS-grad, Never-married, Craft-repair, Black, Male,40, United-States, <=50K
24, 11th, Never-married, Farming-fishing, White, Male,40, United-States, <=50K
23, Bachelors, Never-married, Exec-managerial, White, Female,45, United-States, <=50K
40, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,63, United-States, <=50K
48, Bachelors, Married-spouse-absent, Exec-managerial, White, Female,50, United-States, >50K
42, HS-grad, Married-civ-spouse, Sales, White, Male,60, United-States, <=50K
45, Bachelors, Never-married, Protective-serv, Black, Female,40, United-States, <=50K
31, HS-grad, Married-civ-spouse, Sales, White, Male,50, United-States, >50K
53, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, <=50K
25, Bachelors, Never-married, Prof-specialty, Black, Female,55, United-States, <=50K
32, Some-college, Married-civ-spouse, Other-service, Black, Male,50, United-States, <=50K
34, 11th, Married-civ-spouse, Sales, White, Male,25, ?, <=50K
41, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,35, United-States, >50K
57, HS-grad, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
25, 10th, Never-married, Farming-fishing, Amer-Indian-Eskimo, Male,40, United-States, <=50K
40, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
17, 11th, Never-married, Sales, White, Female,13, United-States, <=50K
17, 9th, Never-married, Craft-repair, White, Male,40, United-States, <=50K
82, Some-college, Widowed, Sales, White, Male,20, United-States, <=50K
40, Assoc-acdm, Divorced, Prof-specialty, White, Female,32, United-States, <=50K
26, Some-college, Never-married, Sales, Black, Male,35, United-States, <=50K
37, Some-college, Divorced, Transport-moving, White, Male,40, United-States, <=50K
25, 10th, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
65, 10th, Married-civ-spouse, Handlers-cleaners, White, Male,22, United-States, >50K
39, Bachelors, Divorced, Sales, Asian-Pac-Islander, Male,40, China, <=50K
36, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
37, HS-grad, Married-civ-spouse, Sales, White, Male,45, United-States, <=50K
23, HS-grad, Never-married, Sales, White, Male,40, United-States, <=50K
34, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
63, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,20, United-States, <=50K
59, HS-grad, Widowed, Other-service, White, Female,35, United-States, <=50K
49, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
62, 9th, Never-married, ?, White, Female,40, Dominican-Republic, <=50K
17, 11th, Never-married, Sales, White, Female,9, United-States, <=50K
28, 10th, Married-civ-spouse, Handlers-cleaners, White, Male,30, Mexico, <=50K
45, Bachelors, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K
40, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, <=50K
45, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
20, 9th, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
19, 10th, Never-married, ?, White, Female,38, United-States, <=50K
59, Bachelors, Married-civ-spouse, Exec-managerial, White, Female,22, United-States, >50K
41, HS-grad, Divorced, Transport-moving, White, Male,40, United-States, <=50K
49, Some-college, Divorced, Exec-managerial, White, Male,48, United-States, >50K
37, Assoc-voc, Divorced, Sales, White, Male,45, United-States, >50K
31, HS-grad, Married-civ-spouse, Craft-repair, White, Male,45, United-States, <=50K
21, Some-college, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
27, Bachelors, Never-married, Tech-support, White, Female,15, United-States, <=50K
20, HS-grad, Never-married, ?, White, Male,40, El-Salvador, <=50K
51, HS-grad, Divorced, Other-service, White, Female,40, United-States, <=50K
46, 1st-4th, Married-civ-spouse, Handlers-cleaners, White, Male,40, Mexico, <=50K
48, Some-college, Married-civ-spouse, Craft-repair, White, Male,60, United-States, >50K
39, Masters, Divorced, Prof-specialty, White, Female,40, United-States, <=50K
50, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Black, Male,45, United-States, >50K
41, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
21, Some-college, Never-married, Prof-specialty, White, Female,25, United-States, <=50K
54, Assoc-acdm, Married-civ-spouse, Sales, White, Male,50, United-States, >50K
40, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, >50K
44, HS-grad, Married-civ-spouse, Craft-repair, White, Male,41, United-States, <=50K
50, HS-grad, Married-civ-spouse, Transport-moving, White, Male,50, United-States, >50K
42, Some-college, Divorced, Exec-managerial, White, Female,45, United-States, <=50K
34, HS-grad, Never-married, Craft-repair, White, Male,40, United-States, <=50K
46, Some-college, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K
35, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
38, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
37, Prof-school, Divorced, Prof-specialty, White, Male,36, United-States, >50K
30, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
22, Bachelors, Never-married, Exec-managerial, White, Female,40, United-States, <=50K
21, HS-grad, Never-married, Adm-clerical, White, Male,40, United-States, <=50K
40, Preschool, Married-spouse-absent, Adm-clerical, White, Male,40, United-States, <=50K
56, HS-grad, Married-civ-spouse, Craft-repair, White, Male,55, United-States, <=50K
48, 9th, Married-civ-spouse, Machine-op-inspct, White, Male,40, Poland, <=50K
21, Assoc-voc, Never-married, Other-service, White, Female,36, United-States, <=50K
52, 11th, Widowed, Craft-repair, White, Male,40, United-States, <=50K
60, Masters, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
45, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
30, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,45, United-States, <=50K
31, HS-grad, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
43, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,35, ?, <=50K
36, 9th, Married-civ-spouse, Craft-repair, White, Male,35, Guatemala, <=50K
42, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, <=50K
28, Masters, Married-civ-spouse, Prof-specialty, White, Female,35, United-States, >50K
62, Prof-school, Married-civ-spouse, Craft-repair, White, Male,45, United-States, >50K
65, HS-grad, Separated, ?, White, Female,40, United-States, <=50K
45, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,40, Canada, >50K
47, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,38, United-States, >50K
43, Assoc-acdm, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
24, Some-college, Never-married, Other-service, White, Male,35, United-States, <=50K
44, HS-grad, Separated, Other-service, White, Female,39, United-States, <=50K
25, HS-grad, Never-married, Exec-managerial, White, Male,25, United-States, <=50K
21, Some-college, Never-married, Exec-managerial, White, Male,40, United-States, <=50K
29, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Male,43, United-States, <=50K
21, Some-college, Never-married, Other-service, White, Male,40, United-States, <=50K
41, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,45, El-Salvador, >50K
64, Bachelors, Married-civ-spouse, ?, Black, Female,8, United-States, <=50K
55, Some-college, Married-civ-spouse, Transport-moving, White, Male,99, United-States, <=50K
42, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
63, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,35, United-States, <=50K
21, Some-college, Never-married, Sales, White, Male,24, United-States, <=50K
28, Assoc-voc, Never-married, Sales, White, Female,55, ?, <=50K
45, HS-grad, Married-civ-spouse, Sales, White, Female,35, United-States, <=50K
21, HS-grad, Never-married, Other-service, White, Female,40, United-States, <=50K
34, Masters, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Female,40, China, >50K
53, 12th, Never-married, Other-service, Other, Female,35, United-States, <=50K
45, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
47, HS-grad, Divorced, Priv-house-serv, White, Female,4, United-States, <=50K
41, 11th, Divorced, Exec-managerial, White, Female,36, United-States, <=50K
35, Bachelors, Married-civ-spouse, Exec-managerial, White, Female,30, United-States, >50K
43, Masters, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
53, 1st-4th, Married-civ-spouse, Other-service, White, Male,32, Mexico, <=50K
34, Some-college, Never-married, Exec-managerial, White, Male,45, United-States, <=50K
46, Assoc-voc, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K
59, Assoc-acdm, Widowed, Exec-managerial, White, Female,40, United-States, >50K
53, Bachelors, Divorced, Exec-managerial, Asian-Pac-Islander, Male,50, United-States, <=50K
33, 7th-8th, Separated, Handlers-cleaners, Black, Male,35, Haiti, <=50K
45, HS-grad, Married-civ-spouse, Transport-moving, White, Male,50, United-States, <=50K
48, Masters, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
42, Some-college, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
55, HS-grad, Married-civ-spouse, Transport-moving, White, Male,72, United-States, >50K
46, HS-grad, Married-civ-spouse, Transport-moving, White, Male,50, United-States, <=50K
17, 11th, Never-married, Sales, White, Female,16, United-States, <=50K
23, Some-college, Never-married, Handlers-cleaners, Amer-Indian-Eskimo, Female,35, United-States, <=50K
21, HS-grad, Never-married, Transport-moving, White, Male,60, United-States, <=50K
53, HS-grad, Divorced, Craft-repair, Black, Male,40, United-States, <=50K
61, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,20, United-States, >50K
58, HS-grad, Divorced, Other-service, Black, Male,40, United-States, <=50K
36, HS-grad, Married-civ-spouse, Craft-repair, White, Male,50, United-States, <=50K
45, Some-college, Divorced, Adm-clerical, Black, Female,38, United-States, <=50K
39, Bachelors, Married-civ-spouse, Craft-repair, White, Female,30, United-States, >50K
39, Bachelors, Divorced, Exec-managerial, White, Female,50, United-States, >50K
48, Doctorate, Married-civ-spouse, Exec-managerial, White, Female,40, United-States, >50K
41, Bachelors, Married-civ-spouse, Tech-support, White, Male,38, United-States, <=50K
30, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, <=50K
50, Assoc-acdm, Divorced, Craft-repair, Black, Male,45, United-States, <=50K
51, HS-grad, Married-civ-spouse, Craft-repair, White, Male,48, United-States, >50K
23, Some-college, Separated, Sales, White, Female,40, United-States, <=50K
41, Some-college, Married-civ-spouse, Craft-repair, White, Male,60, United-States, <=50K
47, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,70, United-States, <=50K
51, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,55, United-States, <=50K
60, HS-grad, Married-civ-spouse, Other-service, White, Male,40, United-States, <=50K
51, Bachelors, Divorced, Tech-support, White, Female,40, United-States, <=50K
20, Some-college, Never-married, Other-service, White, Male,40, United-States, <=50K
29, HS-grad, Never-married, Transport-moving, White, Female,37, United-States, <=50K
42, Some-college, Married-civ-spouse, Protective-serv, Black, Male,48, United-States, <=50K
32, HS-grad, Divorced, Other-service, Black, Female,16, United-States, <=50K
19, 12th, Never-married, Sales, White, Male,40, United-States, <=50K
34, Assoc-voc, Married-civ-spouse, Adm-clerical, Black, Male,45, United-States, >50K
48, HS-grad, Widowed, Machine-op-inspct, White, Female,48, United-States, <=50K
38, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, Italy, <=50K
38, Prof-school, Never-married, Prof-specialty, White, Female,50, United-States, >50K
40, Bachelors, Married-civ-spouse, Craft-repair, White, Male,50, United-States, <=50K
39, Masters, Never-married, Exec-managerial, White, Male,50, United-States, >50K
38, Masters, Married-civ-spouse, Exec-managerial, Black, Male,40, ?, <=50K
26, Bachelors, Never-married, Sales, White, Female,40, United-States, <=50K
23, Some-college, Never-married, Prof-specialty, White, Male,10, United-States, <=50K
20, 5th-6th, Never-married, Handlers-cleaners, White, Male,40, Guatemala, <=50K
49, Bachelors, Married-spouse-absent, Adm-clerical, Amer-Indian-Eskimo, Male,40, Philippines, <=50K
23, HS-grad, Never-married, Adm-clerical, Black, Female,40, United-States, <=50K
47, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,45, Canada, >50K
43, Some-college, Married-civ-spouse, Protective-serv, White, Male,40, United-States, <=50K
56, Some-college, Divorced, Other-service, White, Male,30, United-States, <=50K
60, 11th, Married-civ-spouse, Farming-fishing, White, Male,35, United-States, <=50K
29, HS-grad, Divorced, Sales, White, Male,40, United-States, <=50K
25, Bachelors, Never-married, Exec-managerial, Black, Female,38, United-States, <=50K
39, Assoc-voc, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
37, Assoc-voc, Never-married, Adm-clerical, Other, Female,35, United-States, <=50K
38, Bachelors, Never-married, Exec-managerial, White, Male,45, United-States, <=50K
47, HS-grad, Divorced, Tech-support, White, Female,36, United-States, <=50K
50, Prof-school, Divorced, Sales, White, Male,50, United-States, >50K
64, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,40, United-States, >50K
35, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
25, 11th, Never-married, ?, White, Female,40, United-States, <=50K
42, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,44, United-States, >50K
51, Bachelors, Separated, Prof-specialty, White, Male,40, United-States, <=50K
21, HS-grad, Never-married, Other-service, White, Male,40, United-States, <=50K
53, Masters, Divorced, Exec-managerial, White, Male,50, United-States, >50K
29, Assoc-voc, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
34, Prof-school, Married-civ-spouse, Exec-managerial, White, Male,50, ?, <=50K
37, Masters, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
20, 12th, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
18, Some-college, Never-married, Exec-managerial, White, Male,50, United-States, <=50K
57, Some-college, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K
47, Assoc-voc, Married-civ-spouse, ?, White, Male,40, United-States, >50K
27, Some-college, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K
23, Assoc-voc, Never-married, Craft-repair, White, Male,50, United-States, <=50K
36, Bachelors, Divorced, Sales, White, Male,60, United-States, <=50K
48, HS-grad, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
40, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,43, United-States, <=50K
51, Bachelors, Divorced, Prof-specialty, White, Female,16, United-States, <=50K
59, 9th, Married-civ-spouse, Other-service, White, Male,40, United-States, <=50K
32, Some-college, Married-civ-spouse, Sales, Asian-Pac-Islander, Female,40, Greece, <=50K
39, Some-college, Divorced, Other-service, White, Male,40, United-States, <=50K
32, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K
38, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, >50K
44, Bachelors, Never-married, Adm-clerical, White, Female,38, United-States, <=50K
51, HS-grad, Married-civ-spouse, Tech-support, White, Male,40, United-States, <=50K
54, HS-grad, Never-married, Other-service, White, Female,20, Hungary, <=50K
22, Some-college, Never-married, Sales, White, Female,30, United-States, <=50K
19, HS-grad, Never-married, Farming-fishing, White, Female,40, United-States, <=50K
31, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male,45, United-States, <=50K
53, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
28, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, <=50K
19, HS-grad, Never-married, Protective-serv, White, Male,32, United-States, <=50K
40, Some-college, Married-civ-spouse, Adm-clerical, Black, Male,40, United-States, >50K
21, Some-college, Never-married, Adm-clerical, White, Male,10, United-States, <=50K
39, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,60, Italy, >50K
40, Masters, Married-civ-spouse, Prof-specialty, White, Male,35, United-States, >50K
36, HS-grad, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,40, Cambodia, <=50K
